基金代码,交易日期,申购金额,赎回金额,申赎1曝光,申赎2曝光,申赎3曝光,基金类型,风险等级,主要投资行业,投资风格,流动性等级,星期-申购,星期-赎回,节假日,百度指数-申购,情绪热度,发薪收盘
1338,20250315,11957.9,7573.26,6702.43,3685.99,5465.48,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.05,0.05,0.0,604.0,4338671.52,11200.08
161024,20250315,1810.04,3173.87,12065.62,2401.0,11603.62,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.05,0.04,0.0,604.0,613166.31,2749.12
1316,20250315,7072.09,3513.11,8196.52,3751.69,6407.85,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.06,0.06,0.0,380.0,5718883.5,16742.93
160717,20250315,2316.22,2062.35,4130.33,2401.0,4013.77,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.1,0.08,0.0,204.0,21479270.0,3841.43
161028,20250316,2308.53,4408.01,20314.56,2401.0,19598.24,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.02,0.02,0.0,4560.0,613166.31,2749.13
402,20250316,2008.28,1436.23,2672.27,2487.18,2614.34,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.09,0.0,165.0,19386804.0,6697.15
1480,20250316,2134.19,6560.58,4114.08,2401.0,4905.99,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,486.0,19386804.03,6697.13
50027,20250316,8274.8,9142.22,5694.36,3471.94,4845.94,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.06,0.0,302.0,1543794.5,2658.65
164906,20250316,2342.34,6787.63,18885.46,2401.0,11795.06,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.03,0.02,0.0,486.0,2424414.0,7084.63
100050,20250316,1388.35,1813.63,5204.1,3046.67,3891.56,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.07,0.0,486.0,1543794.51,2658.75
86,20250316,1886.57,9489.79,3832.93,3156.88,3110.96,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.09,0.07,0.0,525.0,1543794.53,2658.75
1016,20250316,3795.13,2538.21,4855.83,2401.0,3662.68,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.05,0.0,4560.0,13867691.1,2740.51
530028,20250316,4094.02,7576.01,4831.11,3536.93,3738.97,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.05,0.05,0.0,302.0,1543794.5,2658.75
1407,20250316,1962.45,2575.43,2969.67,2401.0,3239.53,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.08,0.0,525.0,19386804.3,6697.15
965,20250316,4921.92,1594.12,3428.14,2401.0,2863.71,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.07,0.09,0.0,525.0,19386804.0,6697.13
385,20250316,3864.58,1890.42,2509.79,2423.61,2532.4,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.08,0.0,165.0,75004160.0,3419.66
192,20250316,1595.08,1848.59,2837.57,2499.19,2786.71,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.05,0.05,0.0,230.0,1543794.5,2658.75
164402,20250316,1644.42,1745.5,6527.94,2401.0,8222.66,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,165.0,613166.31,2749.13
168204,20250316,1844.16,1531.77,4964.62,2401.0,7891.34,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,302.0,1543794.53,2658.65
166016,20250316,5207.56,3561.84,3536.23,2632.71,3507.97,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.02,0.02,0.0,302.0,613166.31,2749.13
1338,20250316,6721.96,4474.29,4201.68,2917.4,3828.69,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.04,0.04,0.0,486.0,4338671.53,11200.09
161024,20250316,1822.73,1636.74,5794.67,2401.0,6284.93,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.04,0.03,0.0,486.0,613166.31,2749.13
1316,20250316,15841.04,2151.82,4664.39,2971.09,4284.33,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.06,0.05,0.0,302.0,5718883.5,16742.93
160717,20250316,2706.72,1461.16,3145.57,2401.0,3199.97,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.09,0.07,0.0,188.0,21479270.0,3841.43
161028,20250317,11637.75,31281.27,60171.83,2401.0,124527.97,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.22,0.18,1.0,64213.0,598416.69,2772.01
402,20250317,7203.98,4802.14,3146.28,2576.19,3447.92,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,543.0,16293442.1,6697.94
1480,20250317,9117.58,7104.44,8972.18,2401.0,22031.17,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.16,1.0,4065.0,16293442.01,6697.94
50027,20250317,17549.66,42917.38,11097.81,4792.25,12399.76,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.22,1.0,1618.0,1264378.1,2663.63
164906,20250317,11482.32,40694.5,52513.47,2401.0,59452.69,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.19,0.19,1.0,4065.0,1722325.6,7056.61
100050,20250317,4520.0,4135.8,10670.43,4246.19,9068.96,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.17,1.0,4065.0,1264378.01,2663.73
86,20250317,2672.81,26988.86,6157.07,4037.08,6069.47,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.14,1.0,919.0,1264378.01,2663.73
1016,20250317,14779.74,8638.14,7828.47,2401.0,8705.85,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,64213.0,9013790.1,2737.93
530028,20250317,19772.43,33438.24,8134.36,4401.6,8767.31,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.19,0.18,1.0,1618.0,1264378.1,2663.73
1407,20250317,3541.65,8700.91,4209.45,2401.0,6131.64,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.16,1.0,919.0,16293442.1,6697.94
965,20250317,16768.31,2875.3,5399.78,2401.0,4688.41,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.17,0.16,1.0,919.0,16293442.1,6697.94
385,20250317,11793.06,2706.27,2653.19,2455.39,2998.64,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.22,1.0,543.0,63934996.1,3426.23
192,20250317,6527.86,4748.42,3594.86,2625.64,4691.23,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.22,1.0,285.0,1264378.1,2663.73
164402,20250317,6333.39,8064.9,16415.08,2401.0,46162.69,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.21,0.2,1.0,543.0,598416.69,2772.01
168204,20250317,10376.34,5758.63,10600.49,2401.0,37877.73,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.17,1.0,1618.0,1264378.01,2663.63
166016,20250317,22808.01,41637.58,5586.28,3200.67,10020.51,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.16,0.22,1.0,1618.0,598416.69,2772.01
1338,20250317,21902.87,21786.05,7253.44,3704.36,10344.06,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.18,0.18,1.0,4065.0,2897782.26,11203.23
161024,20250317,6503.11,6708.67,13157.05,2401.0,29768.66,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.2,0.18,1.0,4065.0,598416.69,2772.01
1316,20250317,17629.12,7238.91,8209.24,3638.66,11523.79,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.18,0.2,1.0,1618.0,3947942.1,16751.66
160717,20250317,3436.93,8638.68,4378.99,2401.0,5879.44,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.16,0.17,1.0,325.0,15340677.0,3829.78
161028,20250318,10093.88,28346.32,73475.25,2401.0,128110.26,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.24,0.18,1.0,57433.0,458548.88,2760.43
402,20250318,7912.8,3351.66,3356.09,2672.27,3500.91,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.19,1.0,477.0,16861526.1,6741.55
1480,20250318,9578.99,20700.17,10624.51,2401.0,23092.93,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.19,1.0,3899.0,16861526.02,6741.55
50027,20250318,11473.71,85203.97,13501.78,6234.78,13169.76,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.2,0.22,1.0,1496.0,914783.0,2651.13
164906,20250318,19744.97,160871.47,71259.19,2401.0,66069.08,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.2,0.23,1.0,3899.0,2412165.8,7161.74
100050,20250318,4451.39,5145.23,13042.61,5235.18,9684.96,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.17,1.0,3899.0,914782.95,2651.23
86,20250318,2136.05,67626.06,7117.1,4939.9,6342.86,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.19,1.0,948.0,914782.95,2651.23
1016,20250318,9540.09,8765.99,9460.32,2401.0,9068.25,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.2,0.18,1.0,57433.0,7926395.1,2739.76
530028,20250318,16485.75,42872.14,9759.14,5437.22,9185.52,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.22,0.23,1.0,1496.0,914782.9,2651.23
1407,20250318,4231.68,4954.55,4439.75,2401.0,6402.9,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,948.0,16861526.1,6741.55
965,20250318,26858.78,4694.13,6484.14,2401.0,4925.77,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.17,0.17,1.0,948.0,16861526.1,6741.55
385,20250318,6956.12,3647.63,2729.49,2470.23,3039.61,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,477.0,58633820.1,3429.86
192,20250318,4140.28,13380.26,3917.7,2762.69,4905.28,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.22,0.22,1.0,275.0,914783.0,2651.23
164402,20250318,6862.5,9534.41,19523.36,2401.0,47692.11,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.19,1.0,477.0,458548.88,2760.43
168204,20250318,9325.28,7615.37,12108.71,2401.0,39044.04,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.21,0.22,1.0,1496.0,914782.95,2651.13
166016,20250318,23069.54,30834.86,5832.82,3467.7,10588.48,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.18,0.21,1.0,1496.0,458548.88,2760.43
1338,20250318,38812.56,27930.34,8476.27,4307.64,11035.65,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.2,0.2,1.0,3899.0,1585973.13,11113.93
161024,20250318,9273.89,8623.15,15451.52,2401.0,30535.84,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.22,0.19,1.0,3899.0,458548.88,2760.43
1316,20250318,19449.54,9405.42,10028.28,4305.53,12241.52,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.19,0.18,1.0,1496.0,2430413.3,16618.19
160717,20250318,5548.89,16680.13,4958.97,2401.0,6287.05,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.18,0.19,1.0,321.0,15361917.0,3845.82
161028,20250319,11751.07,41804.03,69563.07,2401.0,122441.19,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.22,1.0,56999.0,352168.34,2743.08
402,20250319,5558.06,2475.38,3277.68,2606.57,3457.11,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.19,1.0,447.0,15380803.1,6636.23
1480,20250319,16986.69,36496.94,9906.07,2401.0,21201.83,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.21,1.0,3780.0,15380803.03,6636.23
50027,20250319,20584.09,23080.92,12847.63,5361.63,12543.16,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.18,1.0,1600.0,825825.3,2644.36
164906,20250319,22014.48,119824.01,67746.84,2401.0,60168.3,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.18,0.18,1.0,3780.0,1698685.9,7134.18
100050,20250319,4440.13,3034.94,12189.95,4650.97,9184.11,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.17,1.0,3780.0,825825.26,2644.46
86,20250319,2330.79,28312.64,6666.4,4269.5,6075.12,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.18,1.0,820.0,825825.26,2644.46
1016,20250319,9909.05,7042.9,9290.78,2401.0,8784.97,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.21,1.0,56999.0,8016885.6,2746.97
530028,20250319,21593.22,22744.27,9434.89,4908.81,8715.74,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.18,0.19,1.0,1600.0,825825.3,2644.46
1407,20250319,7708.85,6769.85,4330.96,2401.0,6104.79,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.19,1.0,820.0,15380803.1,6636.23
965,20250319,20179.58,3018.3,6398.67,2401.0,4821.22,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.16,0.17,1.0,820.0,15380803.1,6636.21
385,20250319,6402.82,5324.17,2712.53,2465.99,3002.17,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,447.0,55997020.1,3426.53
192,20250319,12601.47,5315.23,3841.4,2670.15,4718.78,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.17,1.0,275.0,825825.3,2644.46
164402,20250319,6846.07,11097.3,18407.91,2401.0,43861.86,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.21,1.0,447.0,352168.34,2743.08
168204,20250319,8138.98,6344.56,11659.42,2401.0,37203.09,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.21,1.0,1600.0,825825.26,2644.36
166016,20250319,48054.65,25668.15,5748.05,3315.82,10163.21,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.21,0.21,1.0,1600.0,352168.34,2743.08
1338,20250319,26280.77,25288.85,8057.36,3996.11,10446.49,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.19,0.19,1.0,3780.0,1465938.39,10998.16
161024,20250319,6962.27,8480.21,14485.83,2401.0,28351.57,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.16,0.2,1.0,3780.0,352168.34,2743.08
1316,20250319,13370.49,8097.95,9667.3,3902.86,11566.17,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.17,0.18,1.0,1600.0,2116472.8,16546.14
160717,20250319,13415.65,7637.79,4894.68,2401.0,6086.43,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.17,0.16,1.0,295.0,15232624.0,3859.58
161028,20250320,14073.5,33696.48,59712.66,2401.0,110790.1,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.17,1.0,55469.0,300762.59,2730.36
402,20250320,5825.01,2054.42,3252.95,2611.52,3390.0,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.15,1.0,500.0,13834830.1,6556.42
1480,20250320,14143.24,27837.32,8883.17,2401.0,19930.26,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.18,1.0,3455.0,13834830.04,6556.42
50027,20250320,18443.18,20491.82,12452.74,5420.27,12162.4,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.14,1.0,1573.0,1078977.6,2657.14
164906,20250320,26435.78,104268.72,60058.1,2401.0,55508.71,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.19,0.18,1.0,3455.0,1563839.9,7033.18
100050,20250320,4488.52,3921.7,11328.11,4530.17,8897.3,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.22,0.16,1.0,3455.0,1078977.51,2657.24
86,20250320,3378.97,15759.37,6369.7,4283.63,5959.27,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.16,1.0,782.0,1078977.51,2657.24
1016,20250320,13599.71,5189.48,8681.84,2401.0,8301.07,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.16,1.0,55469.0,7975231.6,2718.2
530028,20250320,33831.81,17828.19,9147.37,4831.11,8577.99,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.17,0.17,1.0,1573.0,1078977.6,2657.24
1407,20250320,3846.28,7280.63,4187.55,2401.0,5950.09,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,782.0,13834830.1,6556.42
965,20250320,14438.44,3633.67,5954.32,2401.0,4639.66,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.18,0.16,1.0,782.0,13834830.1,6556.42
385,20250320,6301.51,2818.48,2669.44,2461.75,2963.32,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,500.0,56560760.1,3409.05
192,20250320,23165.19,2559.81,3774.29,2688.52,4601.52,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.14,1.0,278.0,1078977.6,2657.24
164402,20250320,5155.58,10616.69,16162.18,2401.0,43137.07,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.17,1.0,500.0,300762.59,2730.36
168204,20250320,9573.9,9132.12,11025.76,2401.0,35832.62,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.18,1.0,1573.0,1078977.51,2657.14
166016,20250320,87931.13,28839.56,5848.36,3390.7,10654.88,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.19,0.16,1.0,1573.0,300762.59,2730.36
1338,20250320,29637.32,19246.71,7723.22,3989.75,10075.62,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.17,0.18,1.0,3455.0,1613627.89,10790.53
161024,20250320,6900.14,7015.8,12977.61,2401.0,27555.43,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.17,0.18,1.0,3455.0,300762.59,2730.36
1316,20250320,16806.33,5656.92,8903.65,3837.16,10773.56,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.2,0.17,1.0,1573.0,2357225.8,16327.45
160717,20250320,6356.76,6462.9,4614.23,2401.0,5781.96,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.16,0.18,1.0,278.0,13567129.0,3819.67
161028,20250321,51118.4,27741.08,53045.41,2401.0,102977.73,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.2,1.0,66123.0,482009.41,2701.27
402,20250321,5029.99,2111.64,3187.96,2596.68,3347.61,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.12,1.0,467.0,15738836.1,6390.95
1480,20250321,20844.67,24822.02,8397.85,2401.0,18613.48,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.2,1.0,3158.0,15738836.05,6390.95
50027,20250321,23415.06,13646.09,12163.81,5425.21,11379.68,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.12,1.0,1746.0,1526448.8,2661.45
164906,20250321,20446.98,112579.43,50135.64,2401.0,49860.84,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.17,0.18,1.0,3158.0,1647261.8,6896.3
100050,20250321,4415.89,2826.67,10428.12,4316.83,8216.3,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.23,0.19,1.0,3158.0,1526448.76,2661.55
86,20250321,2770.33,11798.41,6338.62,4296.34,5653.39,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.17,1.0,717.0,1526448.76,2661.55
1016,20250321,13469.31,6972.55,8296.83,2401.0,7917.48,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.17,1.0,66123.0,9537910.1,2675.37
530028,20250321,33844.5,10228.16,8896.59,4850.18,8110.34,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.13,0.12,1.0,1746.0,1526448.8,2661.55
1407,20250321,9794.37,5935.05,4107.73,2401.0,5591.93,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.16,1.0,717.0,15738836.1,6390.95
965,20250321,13377.39,2995.51,5563.67,2401.0,4440.45,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.16,0.15,1.0,717.0,15738836.1,6390.93
385,20250321,5550.7,2193.27,2661.67,2447.62,2874.31,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.14,1.0,467.0,62316400.1,3364.93
192,20250321,10127.85,2511.19,3721.31,2692.05,4508.27,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.13,1.0,247.0,1526448.8,2661.55
164402,20250321,6703.17,11015.57,15314.47,2401.0,40073.3,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.18,1.0,467.0,482009.41,2701.27
168204,20250321,6147.2,5198.04,10510.07,2401.0,33548.04,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.14,1.0,1746.0,1526448.76,2661.45
166016,20250321,61567.1,24850.0,5765.71,3333.48,9787.39,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.2,0.15,1.0,1746.0,482009.41,2701.27
1338,20250321,25447.05,21557.26,7297.24,3766.52,9402.39,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.17,0.16,1.0,3158.0,1513823.39,10651.36
161024,20250321,4998.51,7940.34,12113.65,2401.0,25510.32,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.16,0.19,1.0,3158.0,482009.41,2701.27
1316,20250321,10029.22,5661.79,8185.22,3599.81,9932.92,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.15,0.15,1.0,1746.0,2455212.8,16146.46
160717,20250321,6376.7,6595.69,4378.99,2401.0,5483.14,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.15,0.16,1.0,270.0,16467770.0,3755.97
161028,20250322,2433.61,3103.25,27978.58,2401.0,25193.84,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.02,0.02,0.0,7241.0,482009.41,2701.27
402,20250322,3061.79,1521.26,2883.49,2520.39,2741.5,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.09,0.0,150.0,15738836.1,6390.95
1480,20250322,1666.38,2655.93,5194.92,2401.0,6294.82,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,483.0,15738836.06,6390.93
50027,20250322,12744.34,5695.25,8149.9,4076.64,5779.13,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.07,0.07,0.0,301.0,1526448.8,2661.45
164906,20250322,2599.45,4002.02,28437.05,2401.0,15331.43,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.04,0.03,0.0,483.0,1647261.8,6896.3
100050,20250322,1424.54,1808.04,6795.68,3488.19,4321.77,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.07,0.0,483.0,1526448.76,2661.55
86,20250322,1979.2,9163.7,4589.51,3471.94,3369.51,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.1,0.09,0.0,459.0,1526448.76,2661.55
1016,20250322,3208.07,2413.99,6106.21,2401.0,3875.31,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.05,0.0,7241.0,9537910.1,2675.36
530028,20250322,7270.17,7809.62,6503.92,3960.08,4354.27,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.05,0.07,0.0,301.0,1526448.8,2661.55
1407,20250322,1665.77,2304.99,3307.34,2401.0,3492.43,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.08,0.0,459.0,15738836.2,6390.95
965,20250322,4047.88,2049.0,4342.26,2401.0,3057.98,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.09,0.1,0.0,459.0,15738836.0,6390.93
385,20250322,2380.24,1774.23,2575.49,2430.67,2562.77,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.09,0.09,0.0,150.0,62316400.0,3364.93
192,20250322,3105.63,1488.78,3109.55,2559.24,2990.16,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.05,0.06,0.0,218.0,1526448.8,2661.55
164402,20250322,1650.79,1848.46,8693.14,2401.0,10748.84,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,150.0,482009.41,2701.27
168204,20250322,1711.06,1643.96,6534.3,2401.0,10231.03,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.04,0.0,301.0,1526448.76,2661.45
166016,20250322,7176.7,4471.65,4050.51,2835.45,4456.7,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.03,0.02,0.0,301.0,482009.41,2701.27
1338,20250322,4294.29,4024.59,5205.51,3222.57,4414.31,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.05,0.05,0.0,483.0,1513823.39,10651.36
161024,20250322,1512.44,1537.78,7238.61,2401.0,7558.62,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.05,0.04,0.0,483.0,482009.41,2701.27
1316,20250322,4297.23,1991.57,5772.77,3146.99,4830.4,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.06,0.06,0.0,301.0,2455212.8,16146.46
160717,20250322,2630.56,4722.22,3567.31,2401.0,3346.2,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.1,0.08,0.0,179.0,16467770.0,3755.97
161028,20250323,2089.42,3114.22,12951.48,2401.0,13315.29,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.02,0.02,0.0,4001.0,482009.41,2701.27
402,20250323,3342.86,1743.3,2632.71,2465.99,2565.6,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.09,0.0,133.0,15738836.1,6390.95
1480,20250323,1390.04,1660.23,3430.26,2401.0,4037.08,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,395.0,15738836.07,6390.93
50027,20250323,9916.81,8659.65,5127.81,3370.92,4244.77,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.06,0.0,268.0,1526448.8,2661.45
